accession	in_sent_fasta	fasta_header	sequence_length	af3_return_found	af3_model_count	af3_model_paths	confidence_json_found	pae_json_found	protein_present	dna_present	valid_interface_any_model	best_model_path	best_model_rank	atom_contacts	protein_interface_residues	dna_interface_residues	final_return_status	notes
K7ENI0	YES	K7ENI0|gene=TCF3|primary=Identical_PWM|family=|no_active_pdb_model Transcription factor 3	95	YES	6	/data/sbi/interchange/boliva/patricia/AF3/K7ENI0/K7ENI0_model.cif;/data/sbi/interchange/boliva/patricia/AF3/K7ENI0/seed-1_sample-0/K7ENI0_seed-1_sample-0_model.cif;/data/sbi/interchange/boliva/patricia/AF3/K7ENI0/seed-1_sample-1/K7ENI0_seed-1_sample-1_model.cif;/data/sbi/interchange/boliva/patricia/AF3/K7ENI0/seed-1_sample-2/K7ENI0_seed-1_sample-2_model.cif;/data/sbi/interchange/boliva/patricia/AF3/K7ENI0/seed-1_sample-3/K7ENI0_seed-1_sample-3_model.cif;/data/sbi/interchange/boliva/patricia/AF3/K7ENI0/seed-1_sample-4/K7ENI0_seed-1_sample-4_model.cif	YES	YES	YES	YES	NO	/data/sbi/interchange/boliva/patricia/AF3/K7ENI0/K7ENI0_model.cif	1	0	0	0	AF3_RETURN_EMPTY_INTERFACE	Preferred complete empty-interface model by ranking score and selected-model status. Model results: FAIL_EMPTY_PROTEIN_DNA_INTERFACE=6.
O14593	YES	O14593|gene=RFXANK,ANKRA1,RFXB|primary=Identical_PWM|family=Ank_2,Ank_3,Ank,Ank_4,Ank_5|no_active_pdb_model DNA-binding protein RFXANK (Ankyrin repeat family A protein 1) (Regulatory factor X subunit B) (RFX-B) (Regulatory factor X-associated ankyrin-containing protein)	260	YES	6	/data/sbi/interchange/boliva/patricia/AF3/O14593/O14593_model.cif;/data/sbi/interchange/boliva/patricia/AF3/O14593/seed-1_sample-0/O14593_seed-1_sample-0_model.cif;/data/sbi/interchange/boliva/patricia/AF3/O14593/seed-1_sample-1/O14593_seed-1_sample-1_model.cif;/data/sbi/interchange/boliva/patricia/AF3/O14593/seed-1_sample-2/O14593_seed-1_sample-2_model.cif;/data/sbi/interchange/boliva/patricia/AF3/O14593/seed-1_sample-3/O14593_seed-1_sample-3_model.cif;/data/sbi/interchange/boliva/patricia/AF3/O14593/seed-1_sample-4/O14593_seed-1_sample-4_model.cif	YES	YES	YES	YES	NO	/data/sbi/interchange/boliva/patricia/AF3/O14593/O14593_model.cif	1	0	0	0	AF3_RETURN_EMPTY_INTERFACE	Preferred complete empty-interface model by ranking score and selected-model status. Model results: FAIL_EMPTY_PROTEIN_DNA_INTERFACE=6.
O75780	YES	O75780|gene=|primary=Homologous_PWM|family=Hormone_recep|no_active_pdb_model Peroxisome proliferator-activated receptor alpha	157	YES	6	/data/sbi/interchange/boliva/patricia/AF3/O75780/O75780_model.cif;/data/sbi/interchange/boliva/patricia/AF3/O75780/seed-1_sample-0/O75780_seed-1_sample-0_model.cif;/data/sbi/interchange/boliva/patricia/AF3/O75780/seed-1_sample-1/O75780_seed-1_sample-1_model.cif;/data/sbi/interchange/boliva/patricia/AF3/O75780/seed-1_sample-2/O75780_seed-1_sample-2_model.cif;/data/sbi/interchange/boliva/patricia/AF3/O75780/seed-1_sample-3/O75780_seed-1_sample-3_model.cif;/data/sbi/interchange/boliva/patricia/AF3/O75780/seed-1_sample-4/O75780_seed-1_sample-4_model.cif	YES	YES	YES	YES	NO	/data/sbi/interchange/boliva/patricia/AF3/O75780/O75780_model.cif	1	0	0	0	AF3_RETURN_EMPTY_INTERFACE	Preferred complete empty-interface model by ranking score and selected-model status. Model results: FAIL_EMPTY_PROTEIN_DNA_INTERFACE=6.
Q13951	YES	Q13951|gene=CBFB|primary=Identical_PWM|family=|no_active_pdb_model Core-binding factor subunit beta (CBF-beta) (Polyomavirus enhancer-binding protein 2 beta subunit) (PEA2-beta) (PEBP2-beta) (SL3-3 enhancer factor 1 subunit beta) (SL3/AKV core-binding factor beta subunit)	182	YES	6	/data/sbi/interchange/boliva/patricia/AF3/Q13951/Q13951_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q13951/seed-1_sample-0/Q13951_seed-1_sample-0_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q13951/seed-1_sample-1/Q13951_seed-1_sample-1_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q13951/seed-1_sample-2/Q13951_seed-1_sample-2_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q13951/seed-1_sample-3/Q13951_seed-1_sample-3_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q13951/seed-1_sample-4/Q13951_seed-1_sample-4_model.cif	YES	YES	YES	YES	NO	/data/sbi/interchange/boliva/patricia/AF3/Q13951/Q13951_model.cif	1	0	0	0	AF3_RETURN_EMPTY_INTERFACE	Preferred complete empty-interface model by ranking score and selected-model status. Model results: FAIL_EMPTY_PROTEIN_DNA_INTERFACE=6.
Q59EB9	YES	Q59EB9|gene=|primary=Homologous_PWM|family=CHAP,Zfx_Zfy_act,Adhes-Ig_like|no_active_pdb_model X-linked zinc finger protein variant	436	YES	6	/data/sbi/interchange/boliva/patricia/AF3/Q59EB9/Q59EB9_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q59EB9/seed-1_sample-0/Q59EB9_seed-1_sample-0_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q59EB9/seed-1_sample-1/Q59EB9_seed-1_sample-1_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q59EB9/seed-1_sample-2/Q59EB9_seed-1_sample-2_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q59EB9/seed-1_sample-3/Q59EB9_seed-1_sample-3_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q59EB9/seed-1_sample-4/Q59EB9_seed-1_sample-4_model.cif	YES	YES	YES	YES	NO	/data/sbi/interchange/boliva/patricia/AF3/Q59EB9/Q59EB9_model.cif	1	0	0	0	AF3_RETURN_EMPTY_INTERFACE	Preferred complete empty-interface model by ranking score and selected-model status. Model results: FAIL_EMPTY_PROTEIN_DNA_INTERFACE=6.
Q59EF3	YES	Q59EF3|gene=|primary=Identical_PWM|family=TEA|no_active_pdb_model TEA domain family member 1 variant	371	YES	6	/data/sbi/interchange/boliva/patricia/AF3/Q59EF3/Q59EF3_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q59EF3/seed-1_sample-0/Q59EF3_seed-1_sample-0_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q59EF3/seed-1_sample-1/Q59EF3_seed-1_sample-1_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q59EF3/seed-1_sample-2/Q59EF3_seed-1_sample-2_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q59EF3/seed-1_sample-3/Q59EF3_seed-1_sample-3_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q59EF3/seed-1_sample-4/Q59EF3_seed-1_sample-4_model.cif	YES	YES	YES	YES	NO	/data/sbi/interchange/boliva/patricia/AF3/Q59EF3/Q59EF3_model.cif	1	0	0	0	AF3_RETURN_EMPTY_INTERFACE	Preferred complete empty-interface model by ranking score and selected-model status. Model results: FAIL_EMPTY_PROTEIN_DNA_INTERFACE=6.
Q5T4K9	YES	Q5T4K9|gene=CREB3L4|primary=Identical_PWM|family=|no_active_pdb_model cAMP responsive element binding protein 3 like 4	217	YES	6	/data/sbi/interchange/boliva/patricia/AF3/Q5T4K9/Q5T4K9_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q5T4K9/seed-1_sample-0/Q5T4K9_seed-1_sample-0_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q5T4K9/seed-1_sample-1/Q5T4K9_seed-1_sample-1_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q5T4K9/seed-1_sample-2/Q5T4K9_seed-1_sample-2_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q5T4K9/seed-1_sample-3/Q5T4K9_seed-1_sample-3_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q5T4K9/seed-1_sample-4/Q5T4K9_seed-1_sample-4_model.cif	YES	YES	YES	YES	NO	/data/sbi/interchange/boliva/patricia/AF3/Q5T4K9/Q5T4K9_model.cif	1	0	0	0	AF3_RETURN_EMPTY_INTERFACE	Preferred complete empty-interface model by ranking score and selected-model status. Model results: FAIL_EMPTY_PROTEIN_DNA_INTERFACE=6.
Q5T4L2	YES	Q5T4L2|gene=CREB3L4|primary=Homologous_PWM|family=DUF1590|no_active_pdb_model cAMP responsive element binding protein 3 like 4	182	YES	6	/data/sbi/interchange/boliva/patricia/AF3/Q5T4L2/Q5T4L2_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q5T4L2/seed-1_sample-0/Q5T4L2_seed-1_sample-0_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q5T4L2/seed-1_sample-1/Q5T4L2_seed-1_sample-1_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q5T4L2/seed-1_sample-2/Q5T4L2_seed-1_sample-2_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q5T4L2/seed-1_sample-3/Q5T4L2_seed-1_sample-3_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q5T4L2/seed-1_sample-4/Q5T4L2_seed-1_sample-4_model.cif	YES	YES	YES	YES	NO	/data/sbi/interchange/boliva/patricia/AF3/Q5T4L2/Q5T4L2_model.cif	1	0	0	0	AF3_RETURN_EMPTY_INTERFACE	Preferred complete empty-interface model by ranking score and selected-model status. Model results: FAIL_EMPTY_PROTEIN_DNA_INTERFACE=6.
Q5VVR5	YES	Q5VVR5|gene=TCF7L2|primary=Homologous_PWM|family=CTNNB1_binding|no_active_pdb_model Transcription factor 7 like 2	222	YES	6	/data/sbi/interchange/boliva/patricia/AF3/Q5VVR5/Q5VVR5_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q5VVR5/seed-1_sample-0/Q5VVR5_seed-1_sample-0_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q5VVR5/seed-1_sample-1/Q5VVR5_seed-1_sample-1_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q5VVR5/seed-1_sample-2/Q5VVR5_seed-1_sample-2_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q5VVR5/seed-1_sample-3/Q5VVR5_seed-1_sample-3_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q5VVR5/seed-1_sample-4/Q5VVR5_seed-1_sample-4_model.cif	YES	YES	YES	YES	NO	/data/sbi/interchange/boliva/patricia/AF3/Q5VVR5/Q5VVR5_model.cif	1	0	0	0	AF3_RETURN_EMPTY_INTERFACE	Preferred complete empty-interface model by ranking score and selected-model status. Model results: FAIL_EMPTY_PROTEIN_DNA_INTERFACE=6.
Q68D60	YES	Q68D60|gene=DKFZp686N2325|primary=Homologous_PWM|family=|no_active_pdb_model Uncharacterized protein DKFZp686N2325	150	YES	6	/data/sbi/interchange/boliva/patricia/AF3/Q68D60/Q68D60_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q68D60/seed-1_sample-0/Q68D60_seed-1_sample-0_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q68D60/seed-1_sample-1/Q68D60_seed-1_sample-1_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q68D60/seed-1_sample-2/Q68D60_seed-1_sample-2_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q68D60/seed-1_sample-3/Q68D60_seed-1_sample-3_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q68D60/seed-1_sample-4/Q68D60_seed-1_sample-4_model.cif	YES	YES	YES	YES	NO	/data/sbi/interchange/boliva/patricia/AF3/Q68D60/Q68D60_model.cif	1	0	0	0	AF3_RETURN_EMPTY_INTERFACE	Preferred complete empty-interface model by ranking score and selected-model status. Model results: FAIL_EMPTY_PROTEIN_DNA_INTERFACE=6.
Q6L9M1	YES	Q6L9M1|gene=PPARG|primary=Identical_PWM|family=PPARgamma_N|no_active_pdb_model Peroxisome proliferator-activated receptor gamma (PPAR-gamma) (Nuclear receptor subfamily 1 group C member 3)	41	YES	6	/data/sbi/interchange/boliva/patricia/AF3/Q6L9M1/Q6L9M1_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q6L9M1/seed-1_sample-0/Q6L9M1_seed-1_sample-0_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q6L9M1/seed-1_sample-1/Q6L9M1_seed-1_sample-1_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q6L9M1/seed-1_sample-2/Q6L9M1_seed-1_sample-2_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q6L9M1/seed-1_sample-3/Q6L9M1_seed-1_sample-3_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q6L9M1/seed-1_sample-4/Q6L9M1_seed-1_sample-4_model.cif	YES	YES	YES	YES	NO	/data/sbi/interchange/boliva/patricia/AF3/Q6L9M1/Q6L9M1_model.cif	1	0	0	0	AF3_RETURN_EMPTY_INTERFACE	Preferred complete empty-interface model by ranking score and selected-model status. Model results: FAIL_EMPTY_PROTEIN_DNA_INTERFACE=6.
Q6NZ39	YES	Q6NZ39|gene=LMX1A,hCG_21707|primary=Identical_PWM|family=|no_active_pdb_model LIM homeobox transcription factor 1, alpha	100	YES	6	/data/sbi/interchange/boliva/patricia/AF3/Q6NZ39/Q6NZ39_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q6NZ39/seed-1_sample-0/Q6NZ39_seed-1_sample-0_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q6NZ39/seed-1_sample-1/Q6NZ39_seed-1_sample-1_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q6NZ39/seed-1_sample-2/Q6NZ39_seed-1_sample-2_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q6NZ39/seed-1_sample-3/Q6NZ39_seed-1_sample-3_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q6NZ39/seed-1_sample-4/Q6NZ39_seed-1_sample-4_model.cif	YES	YES	YES	YES	NO	/data/sbi/interchange/boliva/patricia/AF3/Q6NZ39/Q6NZ39_model.cif	1	0	0	0	AF3_RETURN_EMPTY_INTERFACE	Preferred complete empty-interface model by ranking score and selected-model status. Model results: FAIL_EMPTY_PROTEIN_DNA_INTERFACE=6.
Q86VD4	YES	Q86VD4|gene=CREB3L2|primary=Homologous_PWM|family=|no_active_pdb_model CREB3L2 protein	200	YES	6	/data/sbi/interchange/boliva/patricia/AF3/Q86VD4/Q86VD4_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q86VD4/seed-1_sample-0/Q86VD4_seed-1_sample-0_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q86VD4/seed-1_sample-1/Q86VD4_seed-1_sample-1_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q86VD4/seed-1_sample-2/Q86VD4_seed-1_sample-2_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q86VD4/seed-1_sample-3/Q86VD4_seed-1_sample-3_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q86VD4/seed-1_sample-4/Q86VD4_seed-1_sample-4_model.cif	YES	YES	YES	YES	NO	/data/sbi/interchange/boliva/patricia/AF3/Q86VD4/Q86VD4_model.cif	1	0	0	0	AF3_RETURN_EMPTY_INTERFACE	Preferred complete empty-interface model by ranking score and selected-model status. Model results: FAIL_EMPTY_PROTEIN_DNA_INTERFACE=6.
Q8NHZ2	YES	Q8NHZ2|gene=ZFX|primary=Homologous_PWM|family=CHAP,Zfx_Zfy_act,Adhes-Ig_like|no_active_pdb_model X-linked zinc finger protein	412	YES	6	/data/sbi/interchange/boliva/patricia/AF3/Q8NHZ2/Q8NHZ2_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q8NHZ2/seed-1_sample-0/Q8NHZ2_seed-1_sample-0_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q8NHZ2/seed-1_sample-1/Q8NHZ2_seed-1_sample-1_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q8NHZ2/seed-1_sample-2/Q8NHZ2_seed-1_sample-2_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q8NHZ2/seed-1_sample-3/Q8NHZ2_seed-1_sample-3_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q8NHZ2/seed-1_sample-4/Q8NHZ2_seed-1_sample-4_model.cif	YES	YES	YES	YES	NO	/data/sbi/interchange/boliva/patricia/AF3/Q8NHZ2/Q8NHZ2_model.cif	1	0	0	0	AF3_RETURN_EMPTY_INTERFACE	Preferred complete empty-interface model by ranking score and selected-model status. Model results: FAIL_EMPTY_PROTEIN_DNA_INTERFACE=6.
Q8NHZ3	YES	Q8NHZ3|gene=ZFX|primary=Homologous_PWM|family=Zfx_Zfy_act|no_active_pdb_model X-linked zinc finger protein	174	YES	6	/data/sbi/interchange/boliva/patricia/AF3/Q8NHZ3/Q8NHZ3_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q8NHZ3/seed-1_sample-0/Q8NHZ3_seed-1_sample-0_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q8NHZ3/seed-1_sample-1/Q8NHZ3_seed-1_sample-1_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q8NHZ3/seed-1_sample-2/Q8NHZ3_seed-1_sample-2_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q8NHZ3/seed-1_sample-3/Q8NHZ3_seed-1_sample-3_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q8NHZ3/seed-1_sample-4/Q8NHZ3_seed-1_sample-4_model.cif	YES	YES	YES	YES	NO	/data/sbi/interchange/boliva/patricia/AF3/Q8NHZ3/Q8NHZ3_model.cif	1	0	0	0	AF3_RETURN_EMPTY_INTERFACE	Preferred complete empty-interface model by ranking score and selected-model status. Model results: FAIL_EMPTY_PROTEIN_DNA_INTERFACE=6.
Q8NHZ4	YES	Q8NHZ4|gene=ZFX|primary=Homologous_PWM|family=Zfx_Zfy_act,Adhes-Ig_like|no_active_pdb_model X-linked zinc finger protein	265	YES	6	/data/sbi/interchange/boliva/patricia/AF3/Q8NHZ4/Q8NHZ4_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q8NHZ4/seed-1_sample-0/Q8NHZ4_seed-1_sample-0_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q8NHZ4/seed-1_sample-1/Q8NHZ4_seed-1_sample-1_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q8NHZ4/seed-1_sample-2/Q8NHZ4_seed-1_sample-2_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q8NHZ4/seed-1_sample-3/Q8NHZ4_seed-1_sample-3_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q8NHZ4/seed-1_sample-4/Q8NHZ4_seed-1_sample-4_model.cif	YES	YES	YES	YES	NO	/data/sbi/interchange/boliva/patricia/AF3/Q8NHZ4/Q8NHZ4_model.cif	1	0	0	0	AF3_RETURN_EMPTY_INTERFACE	Preferred complete empty-interface model by ranking score and selected-model status. Model results: FAIL_EMPTY_PROTEIN_DNA_INTERFACE=6.
Q8NHZ5	YES	Q8NHZ5|gene=ZFX|primary=Homologous_PWM|family=Zfx_Zfy_act,Adhes-Ig_like|no_active_pdb_model X-linked zinc finger protein	266	YES	6	/data/sbi/interchange/boliva/patricia/AF3/Q8NHZ5/Q8NHZ5_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q8NHZ5/seed-1_sample-0/Q8NHZ5_seed-1_sample-0_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q8NHZ5/seed-1_sample-1/Q8NHZ5_seed-1_sample-1_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q8NHZ5/seed-1_sample-2/Q8NHZ5_seed-1_sample-2_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q8NHZ5/seed-1_sample-3/Q8NHZ5_seed-1_sample-3_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q8NHZ5/seed-1_sample-4/Q8NHZ5_seed-1_sample-4_model.cif	YES	YES	YES	YES	NO	/data/sbi/interchange/boliva/patricia/AF3/Q8NHZ5/Q8NHZ5_model.cif	1	0	0	0	AF3_RETURN_EMPTY_INTERFACE	Preferred complete empty-interface model by ranking score and selected-model status. Model results: FAIL_EMPTY_PROTEIN_DNA_INTERFACE=6.
Q8WXB8	YES	Q8WXB8|gene=ZFX|primary=Homologous_PWM|family=Zfx_Zfy_act|no_active_pdb_model X-linked zinc finger protein	149	YES	6	/data/sbi/interchange/boliva/patricia/AF3/Q8WXB8/Q8WXB8_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q8WXB8/seed-1_sample-0/Q8WXB8_seed-1_sample-0_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q8WXB8/seed-1_sample-1/Q8WXB8_seed-1_sample-1_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q8WXB8/seed-1_sample-2/Q8WXB8_seed-1_sample-2_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q8WXB8/seed-1_sample-3/Q8WXB8_seed-1_sample-3_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q8WXB8/seed-1_sample-4/Q8WXB8_seed-1_sample-4_model.cif	YES	YES	YES	YES	NO	/data/sbi/interchange/boliva/patricia/AF3/Q8WXB8/Q8WXB8_model.cif	1	0	0	0	AF3_RETURN_EMPTY_INTERFACE	Preferred complete empty-interface model by ranking score and selected-model status. Model results: FAIL_EMPTY_PROTEIN_DNA_INTERFACE=6.
Q8WXB9	YES	Q8WXB9|gene=ZFX|primary=Homologous_PWM|family=Zfx_Zfy_act|no_active_pdb_model X-linked zinc finger protein	149	YES	6	/data/sbi/interchange/boliva/patricia/AF3/Q8WXB9/Q8WXB9_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q8WXB9/seed-1_sample-0/Q8WXB9_seed-1_sample-0_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q8WXB9/seed-1_sample-1/Q8WXB9_seed-1_sample-1_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q8WXB9/seed-1_sample-2/Q8WXB9_seed-1_sample-2_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q8WXB9/seed-1_sample-3/Q8WXB9_seed-1_sample-3_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q8WXB9/seed-1_sample-4/Q8WXB9_seed-1_sample-4_model.cif	YES	YES	YES	YES	NO	/data/sbi/interchange/boliva/patricia/AF3/Q8WXB9/Q8WXB9_model.cif	1	0	0	0	AF3_RETURN_EMPTY_INTERFACE	Preferred complete empty-interface model by ranking score and selected-model status. Model results: FAIL_EMPTY_PROTEIN_DNA_INTERFACE=6.
Q96QL7	YES	Q96QL7|gene=ATF6B|primary=Homologous_PWM|family=|no_active_pdb_model ATF6B protein (cAMP responsive element binding protein-like 1)	318	YES	6	/data/sbi/interchange/boliva/patricia/AF3/Q96QL7/Q96QL7_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q96QL7/seed-1_sample-0/Q96QL7_seed-1_sample-0_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q96QL7/seed-1_sample-1/Q96QL7_seed-1_sample-1_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q96QL7/seed-1_sample-2/Q96QL7_seed-1_sample-2_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q96QL7/seed-1_sample-3/Q96QL7_seed-1_sample-3_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q96QL7/seed-1_sample-4/Q96QL7_seed-1_sample-4_model.cif	YES	YES	YES	YES	NO	/data/sbi/interchange/boliva/patricia/AF3/Q96QL7/Q96QL7_model.cif	1	0	0	0	AF3_RETURN_EMPTY_INTERFACE	Preferred complete empty-interface model by ranking score and selected-model status. Model results: FAIL_EMPTY_PROTEIN_DNA_INTERFACE=6.
Q9Y2W8	YES	Q9Y2W8|gene=|primary=Identical_PWM|family=Hormone_recep|no_active_pdb_model Alternatively-spliced estrogen receptor alpha	113	YES	6	/data/sbi/interchange/boliva/patricia/AF3/Q9Y2W8/Q9Y2W8_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q9Y2W8/seed-1_sample-0/Q9Y2W8_seed-1_sample-0_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q9Y2W8/seed-1_sample-1/Q9Y2W8_seed-1_sample-1_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q9Y2W8/seed-1_sample-2/Q9Y2W8_seed-1_sample-2_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q9Y2W8/seed-1_sample-3/Q9Y2W8_seed-1_sample-3_model.cif;/data/sbi/interchange/boliva/patricia/AF3/Q9Y2W8/seed-1_sample-4/Q9Y2W8_seed-1_sample-4_model.cif	YES	YES	YES	YES	NO	/data/sbi/interchange/boliva/patricia/AF3/Q9Y2W8/Q9Y2W8_model.cif	1	0	0	0	AF3_RETURN_EMPTY_INTERFACE	Preferred complete empty-interface model by ranking score and selected-model status. Model results: FAIL_EMPTY_PROTEIN_DNA_INTERFACE=6.
X5D8U0	YES	X5D8U0|gene=ARNT2|primary=Homologous_PWM|family=PAS,PAS_9,PAS_6,PAS_3|no_active_pdb_model Aryl-hydrocarbon receptor nuclear translocator 2 isoform G	435	YES	6	/data/sbi/interchange/boliva/patricia/AF3/X5D8U0/X5D8U0_model.cif;/data/sbi/interchange/boliva/patricia/AF3/X5D8U0/seed-1_sample-0/X5D8U0_seed-1_sample-0_model.cif;/data/sbi/interchange/boliva/patricia/AF3/X5D8U0/seed-1_sample-1/X5D8U0_seed-1_sample-1_model.cif;/data/sbi/interchange/boliva/patricia/AF3/X5D8U0/seed-1_sample-2/X5D8U0_seed-1_sample-2_model.cif;/data/sbi/interchange/boliva/patricia/AF3/X5D8U0/seed-1_sample-3/X5D8U0_seed-1_sample-3_model.cif;/data/sbi/interchange/boliva/patricia/AF3/X5D8U0/seed-1_sample-4/X5D8U0_seed-1_sample-4_model.cif	YES	YES	YES	YES	NO	/data/sbi/interchange/boliva/patricia/AF3/X5D8U0/X5D8U0_model.cif	1	0	0	0	AF3_RETURN_EMPTY_INTERFACE	Preferred complete empty-interface model by ranking score and selected-model status. Model results: FAIL_EMPTY_PROTEIN_DNA_INTERFACE=6.
