failed_accession	gene_names	gene_mapping_source	protein_description	reviewed_status	failed_sequence_length	failed_sequence_sha256	PWM_annotation_level	PWM_source_or_model	legacy_family_text	accepted_pfam_hits	reviewed_DBD_pfam_hits	uncertain_pfam_hits	non_DBD_pfam_hits	DBD_present_by_reviewed_pfam	DBD_fragment_ids	DBD_fragment_sent	DBD_fragment_models_checked	DBD_fragment_passing_model_count	DBD_fragment_best_model_path	DBD_fragment_interface_result	non_DBD_contacting_fragment_ids	canonical_reference_accession	canonical_reference_selection_reason	canonical_reference_reviewed_status	canonical_reference_sequence_length	canonical_reference_DBD_context	canonical_reference_model_path	canonical_reference_model_interval	canonical_reference_interface_result	canonical_reference_atom_contacts	canonical_reference_protein_interface_residues	canonical_reference_dna_interface_residues	failed_to_canonical_full_alignment_length	failed_to_canonical_full_identity_percent	canonical_DBD_residues_covered_by_failed	canonical_DBD_coverage_percent	canonical_DBD_identity_percent	failed_coordinates_corresponding_to_DBD	accession_DBD_presence_evidence	primary_structural_status	canonical_reference_status	action_for_baldo	database_display_recommendation	decision_reason	manual_review_required	manual_review_reason	classification_confidence
G3V289	FOS	FAILED_ACCESSION_ANNOTATION	Protein c-Fos (Cellular oncogene fos)	UNREVIEWED	170	7af35744005ed25ccc3c97a8dd73cd9c17cb53c8255d3bd0643854436cd2b818	Homologous_PWM	MA0099.1 (90.1%);MA0099.2 (99.2%)						NO		NOT_APPLICABLE	0	0				P01100	SAME_GENE_MODCRE_SUMMARY_V2_EXPLICIT_ACCESSION	REVIEWED	380	PF00170:135-194:bZIP transcription factor	/data/sbi/interchange/boliva/patricia/models/TFS_P01100:135:193_2e42_B_1.pdb	135-193	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	320	9	7	380	92.35	7	11.67	57.14	132-138	UNCERTAIN_MANUAL_REVIEW	UNCERTAIN_MANUAL_REVIEW	CANONICAL_REFERENCE_INTERFACE_VALID	MANUAL_REVIEW_BEFORE_SENDING	NO_DISPLAY_CHANGE_PENDING_MANUAL_REVIEW	Available evidence does not meet an approved automatic present/absent rule. PWM/database inclusion is not changed by this structural recommendation.	YES	Canonical alignment evidence is UNCERTAIN_MANUAL_REVIEW.	LOW
G3V302	MAX	FAILED_ACCESSION_ANNOTATION	MYC associated factor X	UNREVIEWED	97	e59833a54b616e11a62591ae7bc85270e2bce504bedcf75e1dbc228a4a3164d0	Homologous_PWM	M08778_2.00 (92.3%);MA0058.1 (93.8%)						NO		NOT_APPLICABLE	0	0				Q8TAX8	SAME_GENE_MODCRE_SUMMARY_V2_EXPLICIT_ACCESSION	UNREVIEWED	151	PF00010:15-65:Helix-loop-helix DNA-binding domain	/data/sbi/interchange/boliva/patricia/models/TFS_Q8TAX8:10:75_1am9_A_1.pdb	10-75	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	504	8	6	151	79.38	25	49.02	52.00	9-33	UNCERTAIN_MANUAL_REVIEW	UNCERTAIN_MANUAL_REVIEW	CANONICAL_REFERENCE_INTERFACE_VALID	MANUAL_REVIEW_BEFORE_SENDING	NO_DISPLAY_CHANGE_PENDING_MANUAL_REVIEW	Available evidence does not meet an approved automatic present/absent rule. PWM/database inclusion is not changed by this structural recommendation.	YES	Canonical alignment evidence is UNCERTAIN_MANUAL_REVIEW.	LOW
G3V447	ZBTB1	FAILED_ACCESSION_ANNOTATION	Zinc finger and BTB domain-containing protein 1	UNREVIEWED	155	ec21bb2d144af2f61c0c3a3e8dccd21c7889223840504348190e6cb0fe13229d	Homologous_PWM	M00775_2.00 (98.7%)	BTB,CYTH	PF00651:14-115:BTB/POZ domain			PF00651:14-115:BTB/POZ domain	NO		NOT_APPLICABLE	0	0											NOT_VALIDATED										NO_CANONICAL_REFERENCE	UNCERTAIN_MANUAL_REVIEW	NO_CANONICAL_REFERENCE_FOUND	MANUAL_REVIEW_BEFORE_SENDING	NO_DISPLAY_CHANGE_PENDING_MANUAL_REVIEW	Available evidence does not meet an approved automatic present/absent rule. PWM/database inclusion is not changed by this structural recommendation.	YES	No decisive reviewed-Pfam or canonical-alignment evidence.	LOW
H0Y797	TEF	FAILED_ACCESSION_ANNOTATION	TEF transcription factor, PAR bZIP family member	UNREVIEWED	184	e1e5982ed5496761118d26759a3a2a0915cc742debfae2900f9dbc01104c2686	Identical_PWM	MA0843.1						NO		NOT_APPLICABLE	0	0				Q10587	SAME_GENE_MODCRE_SUMMARY_V2_EXPLICIT_ACCESSION	REVIEWED	303	PF07716:232-285:Basic region leucine zipper	/data/sbi/interchange/boliva/patricia/models/TFS_Q10587:230:292_1gtw_B_1.pdb	230-292	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	258	28	19	303	94.57	0	0.00	0.00		HIGH_CONFIDENCE_DBD_ABSENT	ACCESSION_LACKS_DBD	CANONICAL_REFERENCE_INTERFACE_VALID	NO_SEND_CANONICAL_REFERENCE_ONLY	DISPLAY_ACCESSION_DNA_STRUCTURE_UNAVAILABLE_CANONICAL_REFERENCE_SEPARATE	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.	NO		HIGH
H0Y7E5	SREBF2	FAILED_ACCESSION_ANNOTATION	Sterol regulatory element binding transcription factor 2	UNREVIEWED	257	9bedf3e640b606a7368c91f2c91c265507b61deb76c3554603089251204a8b8a	Homologous_PWM	MA0596.1 (74.2%)						NO		NOT_APPLICABLE	0	0				Q12772	SAME_GENE_MODCRE_SUMMARY_V2_EXPLICIT_ACCESSION	REVIEWED	1141	PF00010:331-381:Helix-loop-helix DNA-binding domain	/data/sbi/interchange/boliva/patricia/models/TFS_Q12772:323:398_1hlo_A_1.pdb	323-398	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	373	22	18	1141	72.37	9	17.65	66.67	65-73	UNCERTAIN_MANUAL_REVIEW	UNCERTAIN_MANUAL_REVIEW	CANONICAL_REFERENCE_INTERFACE_VALID	MANUAL_REVIEW_BEFORE_SENDING	NO_DISPLAY_CHANGE_PENDING_MANUAL_REVIEW	Available evidence does not meet an approved automatic present/absent rule. PWM/database inclusion is not changed by this structural recommendation.	YES	Canonical alignment evidence is UNCERTAIN_MANUAL_REVIEW.	LOW
H0YG25	ETV6	FAILED_ACCESSION_ANNOTATION	ETS variant transcription factor 6	UNREVIEWED	88	9d9208e433539e9f513723379ff06cfbf9af2b1a590e67c3429ee4aa3f6676ea	Identical_PWM	MA0645.1	SAM_PNT,SAM_1	PF02198:12-80:Sterile alpha motif (SAM)/Pointed domain			PF02198:12-80:Sterile alpha motif (SAM)/Pointed domain	NO		NOT_APPLICABLE	0	0			H0YG25|PF02198|12-80	A0A0S2Z3C9	SAME_GENE_MODCRE_SUMMARY_V2_EXPLICIT_ACCESSION	UNREVIEWED	452	PF00178:341-420:Ets-domain	/data/sbi/interchange/boliva/patricia/models/TFS_A0A0S2Z3C9:339:428_4mhg_A_1.pdb	339-428	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	285	25	15	452	100.00	6	7.50	100.00	82-87	HIGH_CONFIDENCE_DBD_ABSENT	ACCESSION_LACKS_DBD	CANONICAL_REFERENCE_INTERFACE_VALID	NO_SEND_CANONICAL_REFERENCE_ONLY	DISPLAY_ACCESSION_DNA_STRUCTURE_UNAVAILABLE_CANONICAL_REFERENCE_SEPARATE	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.	NO		HIGH
H0YGT3	ESRRA	FAILED_ACCESSION_ANNOTATION	Estrogen related receptor alpha	UNREVIEWED	198	fcacbad5b737df17dd584fcc5ce50e122afaf4299a408bca3fd4d7317ff7350f	Homologous_PWM	MA0592.1 (77.5%);MA0592.2 (77.4%)	Hormone_recep	PF00104:29-176:Ligand-binding domain of nuclear hormone receptor			PF00104:29-176:Ligand-binding domain of nuclear hormone receptor	NO		NOT_APPLICABLE	0	0				F5H0E9	SAME_GENE_MODCRE_SUMMARY_V2_EXPLICIT_ACCESSION	UNREVIEWED	162	MODEL_INTERVAL:1-19	/data/sbi/interchange/boliva/patricia/models/TFS_F5H0E9:1:19_1lo1_A_1.pdb	1-19	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	202	5	6	218	47.89	0	0.00	0.00		UNCERTAIN_MANUAL_REVIEW	UNCERTAIN_MANUAL_REVIEW	CANONICAL_REFERENCE_INTERFACE_VALID	MANUAL_REVIEW_BEFORE_SENDING	NO_DISPLAY_CHANGE_PENDING_MANUAL_REVIEW	Available evidence does not meet an approved automatic present/absent rule. PWM/database inclusion is not changed by this structural recommendation.	YES	Canonical alignment evidence is UNCERTAIN_MANUAL_REVIEW.	LOW
H0YNG1	POU2F2	FAILED_ACCESSION_ANNOTATION	POU domain, class 2, transcription factor 1 (NF-A1) (Octamer-binding protein 1) (Octamer-binding transcription factor 1)	UNREVIEWED	198	2417d610f7b32fa41cb57a012a4fa8879dd6bafe5669016491e427da7bc3888c	Homologous_PWM	M00548_2.00 (70.8%);M10829_2.00 (70.8%)		PF19536:68-178:POU domain, class 2, transcription factor 1 C-terminal			PF19536:68-178:POU domain, class 2, transcription factor 1 C-terminal	NO		NOT_APPLICABLE	0	0				U3KQ96	SAME_GENE_MODCRE_SUMMARY_V2_EXPLICIT_ACCESSION	UNREVIEWED	262	PF00157:193-262:Pou domain - N-terminal to homeobox domain	/data/sbi/interchange/boliva/patricia/models/TFS_U3KQ96:189:262_1e3o_C_1.pdb	189-262	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	52	5	3	265	32.31	59	84.29	18.64	140-198	UNCERTAIN_MANUAL_REVIEW	UNCERTAIN_MANUAL_REVIEW	CANONICAL_REFERENCE_INTERFACE_VALID	MANUAL_REVIEW_BEFORE_SENDING	NO_DISPLAY_CHANGE_PENDING_MANUAL_REVIEW	Available evidence does not meet an approved automatic present/absent rule. PWM/database inclusion is not changed by this structural recommendation.	YES	Canonical alignment evidence is UNCERTAIN_MANUAL_REVIEW.	LOW
H2BNB9	ETV6;INO80D	BLANK_GENE_MAPPING:fusion	ETV6/INO80D fusion protein	UNREVIEWED	724	a22f337360bf3fc398159b085c0bd7b9304e25e92a7b1cfec3c1015a6f583c43	Identical_PWM	MA0645.1	SAM_PNT,SAM_1	PF02198:40-123:Sterile alpha motif (SAM)/Pointed domain			PF02198:40-123:Sterile alpha motif (SAM)/Pointed domain	NO		NOT_APPLICABLE	0	0											NOT_VALIDATED										NO_CANONICAL_REFERENCE	UNCERTAIN_MANUAL_REVIEW	NO_CANONICAL_REFERENCE_FOUND	MANUAL_REVIEW_BEFORE_SENDING	NO_DISPLAY_CHANGE_PENDING_MANUAL_REVIEW	Available evidence does not meet an approved automatic present/absent rule. PWM/database inclusion is not changed by this structural recommendation.	YES	Gene mapping is fusion.	LOW
H7C4N4	TFAP2A	FAILED_ACCESSION_ANNOTATION	Transcription factor AP-2 alpha	UNREVIEWED	81	78f425de8715f0a226605495f7248ece9b822567289068dd4cd0f455ba0394a9	Identical_PWM	M02769_2.00	TF_AP-2	PF03299:2-70:Transcription factor AP-2	PF03299:2-70:Transcription factor AP-2			YES	H7C4N4|PF03299|2-70	YES	6	6	external/baldo_model_inventory/fragments_cif_audit/AF3/H7C4N4_PF03299_2-70/seed-1_sample-4/H7C4N4_PF03299_2-70_seed-1_sample-4_model.cif	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE									NOT_VALIDATED										NO_CANONICAL_REFERENCE	VALID_DBD_FRAGMENT_MODEL	NOT_APPLICABLE	NO_SEND_USE_EXISTING_DBD_FRAGMENT	DISPLAY_ACCESSION_DNA_STRUCTURE_AVAILABLE_DRAFT	Reviewed expected-DBD Pfam fragment was sent and has a nonempty protein-DNA interface. PWM/database inclusion is not changed by this structural recommendation.	NO		HIGH
I3L0A5	SOX5	FAILED_ACCESSION_ANNOTATION	SRY-box transcription factor 5	UNREVIEWED	509	78f935cbe6db97250ca23fbce709ec58e134f22f76d248a613ca4af45b8df705	Homologous_PWM	M09404_2.00 (85.6%);M11309_2.00 (98.5%);MA0087.1 (94.9%)	LOH1CR12,Exonuc_VII_L,OmpH,DivIVA,DUF3347					NO		NOT_APPLICABLE	0	0				P35711	SAME_GENE_MODCRE_SUMMARY_V2_EXPLICIT_ACCESSION	REVIEWED	763	PF00505:556-624:HMG (high mobility group) box	/data/sbi/interchange/boliva/patricia/models/TFS_P35711:553:634_1j46_A_1.pdb	553-634	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	476	30	17	763	99.02	4	5.80	100.00	490-493	HIGH_CONFIDENCE_DBD_ABSENT	ACCESSION_LACKS_DBD	CANONICAL_REFERENCE_INTERFACE_VALID	NO_SEND_CANONICAL_REFERENCE_ONLY	DISPLAY_ACCESSION_DNA_STRUCTURE_UNAVAILABLE_CANONICAL_REFERENCE_SEPARATE	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.	NO		HIGH
K7ELF3	TCF3	FAILED_ACCESSION_ANNOTATION	Transcription factor 3	UNREVIEWED	151	f70272c4c8a307b352d3fe1dcb9cbd393db44bb38a58cb5f318d5daec87ad9c3	Identical_PWM	MA0091.1						NO		NOT_APPLICABLE	0	0				K7ENH8	SAME_GENE_MODCRE_SUMMARY_V2_EXPLICIT_ACCESSION	UNREVIEWED	314	PF00010:210-262:Helix-loop-helix DNA-binding domain	/data/sbi/interchange/boliva/patricia/models/TFS_K7ENH8:199:272_2ypb_B_1.pdb	199-272	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	318	22	16	314	49.01	20	37.74	60.00	105-124	UNCERTAIN_MANUAL_REVIEW	UNCERTAIN_MANUAL_REVIEW	CANONICAL_REFERENCE_INTERFACE_VALID	MANUAL_REVIEW_BEFORE_SENDING	NO_DISPLAY_CHANGE_PENDING_MANUAL_REVIEW	Available evidence does not meet an approved automatic present/absent rule. PWM/database inclusion is not changed by this structural recommendation.	YES	Canonical alignment evidence is UNCERTAIN_MANUAL_REVIEW.	LOW
K7EMD1	SREBF1	FAILED_ACCESSION_ANNOTATION	Sterol regulatory element binding transcription factor 1	UNREVIEWED	157	ca70802f9d5fb06b268d4e59513f8c319212877390785fb348c7d840dbcec1f5	Identical_PWM	MA0595.1						NO		NOT_APPLICABLE	0	0				P36956	SAME_GENE_MODCRE_SUMMARY_V2_EXPLICIT_ACCESSION	REVIEWED	1147	PF00010:324-374:Helix-loop-helix DNA-binding domain	/data/sbi/interchange/boliva/patricia/models/TFS_P36956:316:404_5i50_B_1.pdb	316-404	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	316	26	18	1147	86.62	0	0.00	0.00		HIGH_CONFIDENCE_DBD_ABSENT	ACCESSION_LACKS_DBD	CANONICAL_REFERENCE_INTERFACE_VALID	NO_SEND_CANONICAL_REFERENCE_ONLY	DISPLAY_ACCESSION_DNA_STRUCTURE_UNAVAILABLE_CANONICAL_REFERENCE_SEPARATE	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.	NO		HIGH
K7ENI0	TCF3	FAILED_ACCESSION_ANNOTATION	Transcription factor 3	UNREVIEWED	95	08d55da11982374fa9e3b7b8864a82f3664847bff5e217c0fc040f13baeba56d	Identical_PWM	MA0091.1						NO		NOT_APPLICABLE	0	0				K7ENH8	SAME_GENE_MODCRE_SUMMARY_V2_EXPLICIT_ACCESSION	UNREVIEWED	314	PF00010:210-262:Helix-loop-helix DNA-binding domain	/data/sbi/interchange/boliva/patricia/models/TFS_K7ENH8:199:272_2ypb_B_1.pdb	199-272	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	318	22	16	314	57.89	10	18.87	60.00	73-82	UNCERTAIN_MANUAL_REVIEW	UNCERTAIN_MANUAL_REVIEW	CANONICAL_REFERENCE_INTERFACE_VALID	MANUAL_REVIEW_BEFORE_SENDING	NO_DISPLAY_CHANGE_PENDING_MANUAL_REVIEW	Available evidence does not meet an approved automatic present/absent rule. PWM/database inclusion is not changed by this structural recommendation.	YES	Canonical alignment evidence is UNCERTAIN_MANUAL_REVIEW.	LOW
O14593	RFXANK ANKRA1 RFXB	FAILED_ACCESSION_ANNOTATION	DNA-binding protein RFXANK (Ankyrin repeat family A protein 1) (Regulatory factor X subunit B) (RFX-B) (Regulatory factor X-associated ankyrin-containing protein)	REVIEWED	260	a406c605b2e68f72fecaf4febdc2b23be3bf9fe35d82a0a8187c6d54eaadb05c	Identical_PWM	MA1554.1	Ank_2,Ank_3,Ank,Ank_4,Ank_5	PF00023:124-152:Ankyrin repeat;PF12796:161-238:Ankyrin repeats (3 copies)			PF00023:124-152:Ankyrin repeat;PF12796:161-238:Ankyrin repeats (3 copies)	NO		NOT_APPLICABLE	0	0											NOT_VALIDATED										NO_CANONICAL_REFERENCE	COFACTOR_OR_NON_DNA_BINDING_COMPONENT	NOT_APPLICABLE	NO_SEND_MARK_DNA_STRUCTURE_UNAVAILABLE	DISPLAY_NON_DNA_BINDING_COMPONENT_NO_DNA_STRUCTURE	Reviewed domain evidence supports a non-DNA-binding cofactor or complex component, not an accession DBD. PWM/database inclusion is not changed by this structural recommendation.	NO		HIGH
O75780	PPARA	BLANK_GENE_MAPPING:clear_from_description	Peroxisome proliferator-activated receptor alpha	UNREVIEWED	157	c471b134a55be57a2a12cab5060ee960bd28343c8356faab3d67d5d5ba0edd89	Homologous_PWM	M05584_2.00 (71.5%);MA1148.1 (99.3%);MA1550.1 (71.5%)	Hormone_recep	PF00104:44-156:Ligand-binding domain of nuclear hormone receptor			PF00104:44-156:Ligand-binding domain of nuclear hormone receptor	NO		NOT_APPLICABLE	0	0				Q07869	BLANK_GENE_MAPPING_TO_REVIEWED_CANONICAL_ACCESSION:clear_from_description	REVIEWED	468	PF00105:101-167:Double treble clef zinc finger, C4 type	/data/sbi/interchange/boliva/patricia/models/TFS_Q07869:100:468_3e00_D_1.pdb	100-468	NOT_VALIDATED				468	99.36	0	0.00	0.00		HIGH_CONFIDENCE_DBD_ABSENT	ACCESSION_LACKS_DBD	CANONICAL_REFERENCE_FOUND_NOT_VALIDATED	NO_SEND_MARK_DNA_STRUCTURE_UNAVAILABLE	DISPLAY_ACCESSION_DNA_STRUCTURE_UNAVAILABLE_CANONICAL_REFERENCE_SEPARATE	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.	NO		HIGH
Q13951	CBFB	FAILED_ACCESSION_ANNOTATION	Core-binding factor subunit beta (CBF-beta) (Polyomavirus enhancer-binding protein 2 beta subunit) (PEA2-beta) (PEBP2-beta) (SL3-3 enhancer factor 1 subunit beta) (SL3/AKV core-binding factor beta subunit)	REVIEWED	182	f44381ccbfe8635ec21f7510e88fdbc2ab4d70eeb5c4539695c5cff384ab5f27	Identical_PWM	PEBB_HUMAN.H11MO.0.C		PF02312:1-166:Core binding factor beta subunit			PF02312:1-166:Core binding factor beta subunit	NO		NOT_APPLICABLE	0	0											NOT_VALIDATED										NO_CANONICAL_REFERENCE	COFACTOR_OR_NON_DNA_BINDING_COMPONENT	NOT_APPLICABLE	NO_SEND_MARK_DNA_STRUCTURE_UNAVAILABLE	DISPLAY_NON_DNA_BINDING_COMPONENT_NO_DNA_STRUCTURE	Reviewed domain evidence supports a non-DNA-binding cofactor or complex component, not an accession DBD. PWM/database inclusion is not changed by this structural recommendation.	NO		HIGH
Q59EB9	ZFX	BLANK_GENE_MAPPING:probable_from_description	X-linked zinc finger protein variant	UNREVIEWED	436	d417b5ca799408ca56e43fa3ec82bcf4a5bf6cd47361e78f44902cf626b7e100	Homologous_PWM	MA0146.1 (90.5%)	CHAP,Zfx_Zfy_act,Adhes-Ig_like	PF04704:74-414:Zfx/Zfy transcription activation region			PF04704:74-414:Zfx/Zfy transcription activation region	NO		NOT_APPLICABLE	0	0				B7ZKJ5	BLANK_GENE_MAPPING_TO_EXPLICIT_INTERFACE_AUDITED_REFERENCE:probable_from_description	UNREVIEWED	844	PF00096:587-609:Zinc finger, C2H2 type;PF13909:615-640:C2H2-type zinc-finger domain;PF00096:701-723:Zinc finger, C2H2 type;PF00096:758-780:Zinc finger, C2H2 type	/data/sbi/interchange/boliva/patricia/models/TFS_B7ZKJ5:553:837_5wjq_D_1.pdb	553-837	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	636	77	43	848	99.31	15	7.73	93.33	416-430	HIGH_CONFIDENCE_DBD_ABSENT	ACCESSION_LACKS_DBD	CANONICAL_REFERENCE_INTERFACE_VALID	NO_SEND_CANONICAL_REFERENCE_ONLY	DISPLAY_ACCESSION_DNA_STRUCTURE_UNAVAILABLE_CANONICAL_REFERENCE_SEPARATE	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.	NO		HIGH
Q59EF3	TEAD1	BLANK_GENE_MAPPING:clear_from_description	TEA domain family member 1 variant	UNREVIEWED	371	e823627235a31c2c51e91d9f52bb4158011cf3308ba64c8bcdc95667e5f63f07	Identical_PWM	MA0090.1	TEA	PF17725:160-368:YAP binding domain			PF17725:160-368:YAP binding domain	NO		NOT_APPLICABLE	0	0			Q59EF3|PF17725|160-368	H0YE88	BLANK_GENE_MAPPING_TO_EXPLICIT_INTERFACE_AUDITED_REFERENCE:clear_from_description	UNREVIEWED	426	PF01285:32-98:TEA/ATTS domain	/data/sbi/interchange/boliva/patricia/models/TFS_H0YE88:31:104_5nnx_A_1.pdb	31-104	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	178	10	6	426	90.57	37	55.22	35.14	14-50	UNCERTAIN_MANUAL_REVIEW	UNCERTAIN_MANUAL_REVIEW	CANONICAL_REFERENCE_INTERFACE_VALID	MANUAL_REVIEW_BEFORE_SENDING	NO_DISPLAY_CHANGE_PENDING_MANUAL_REVIEW	Available evidence does not meet an approved automatic present/absent rule. PWM/database inclusion is not changed by this structural recommendation.	YES	Canonical alignment evidence is UNCERTAIN_MANUAL_REVIEW.	LOW
Q5T4K9	CREB3L4	FAILED_ACCESSION_ANNOTATION	cAMP responsive element binding protein 3 like 4	UNREVIEWED	217	3c867166879e823e65a67c6d85ce2bc30201019a907f645a2443068ff326743c	Identical_PWM	MA1474.1						NO		NOT_APPLICABLE	0	0				Q8TEY5	SAME_GENE_MODCRE_SUMMARY_V2_EXPLICIT_ACCESSION	REVIEWED	395	PF00170:215-273:bZIP transcription factor	/data/sbi/interchange/boliva/patricia/models/TFS_Q8TEY5:218:259_1t2k_C_1.pdb	218-259	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	62	7	4	395	100.00	1	1.69	100.00	212-212	HIGH_CONFIDENCE_DBD_ABSENT	ACCESSION_LACKS_DBD	CANONICAL_REFERENCE_INTERFACE_VALID	NO_SEND_CANONICAL_REFERENCE_ONLY	DISPLAY_ACCESSION_DNA_STRUCTURE_UNAVAILABLE_CANONICAL_REFERENCE_SEPARATE	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.	NO		HIGH
Q5T4L2	CREB3L4	FAILED_ACCESSION_ANNOTATION	cAMP responsive element binding protein 3 like 4	UNREVIEWED	182	cf1be96430ac3571a614def92e7afa3ee89b1603f5b2f48d305870f7c0cc14b1	Homologous_PWM	MA1474.1 (99.4%)	DUF1590					NO		NOT_APPLICABLE	0	0				Q8TEY5	SAME_GENE_MODCRE_SUMMARY_V2_EXPLICIT_ACCESSION	REVIEWED	395	PF00170:215-273:bZIP transcription factor	/data/sbi/interchange/boliva/patricia/models/TFS_Q8TEY5:218:259_1t2k_C_1.pdb	218-259	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	62	7	4	395	100.00	0	0.00	0.00		HIGH_CONFIDENCE_DBD_ABSENT	ACCESSION_LACKS_DBD	CANONICAL_REFERENCE_INTERFACE_VALID	NO_SEND_CANONICAL_REFERENCE_ONLY	DISPLAY_ACCESSION_DNA_STRUCTURE_UNAVAILABLE_CANONICAL_REFERENCE_SEPARATE	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.	NO		HIGH
Q5VVR5	TCF7L2	FAILED_ACCESSION_ANNOTATION	Transcription factor 7 like 2	UNREVIEWED	222	8550bbb04de314488e2078c6ed8fcd3e683a75cabe8aec655c3a946b709a3ff9	Homologous_PWM	M09392_2.00 (72.0%);MA0523.1 (78.8%);MA0768.1 (72.0%)	CTNNB1_binding	PF08347:2-222:N-terminal CTNNB1 binding			PF08347:2-222:N-terminal CTNNB1 binding	NO		NOT_APPLICABLE	0	0				H0YEE5	SAME_GENE_MODCRE_SUMMARY_V2_EXPLICIT_ACCESSION	UNREVIEWED	108	PF00505:1-49:HMG (high mobility group) box	/data/sbi/interchange/boliva/patricia/models/TFS_H0YEE5:1:64_2lef_A_1.pdb	1-64	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	552	16	9	222	37.96	49	100.00	42.86	11-104	UNCERTAIN_MANUAL_REVIEW	UNCERTAIN_MANUAL_REVIEW	CANONICAL_REFERENCE_INTERFACE_VALID	MANUAL_REVIEW_BEFORE_SENDING	NO_DISPLAY_CHANGE_PENDING_MANUAL_REVIEW	Available evidence does not meet an approved automatic present/absent rule. PWM/database inclusion is not changed by this structural recommendation.	YES	Canonical alignment evidence is UNCERTAIN_MANUAL_REVIEW.	LOW
Q68D60	DKFZp686N2325	FAILED_ACCESSION_ANNOTATION	Uncharacterized protein DKFZp686N2325	UNREVIEWED	150	e7096cd645dc045418193eba5c16f3ed643b71df7e61d550ac0cda1c763972d2	Homologous_PWM	MA0608.1 (88.8%)						NO		NOT_APPLICABLE	0	0											NOT_VALIDATED										NO_CANONICAL_REFERENCE	UNCERTAIN_MANUAL_REVIEW	NO_CANONICAL_REFERENCE_FOUND	MANUAL_REVIEW_BEFORE_SENDING	NO_DISPLAY_CHANGE_PENDING_MANUAL_REVIEW	Available evidence does not meet an approved automatic present/absent rule. PWM/database inclusion is not changed by this structural recommendation.	YES	No decisive reviewed-Pfam or canonical-alignment evidence.	LOW
Q6L9M1	PPARG	FAILED_ACCESSION_ANNOTATION	Peroxisome proliferator-activated receptor gamma (PPAR-gamma) (Nuclear receptor subfamily 1 group C member 3)	UNREVIEWED	41	67fb3b85ecbfda5dc49a158823357d7bc7a0eaa4ca0b5092d5ab896dd337349e	Identical_PWM	M11139_2.00	PPARgamma_N	PF12577:1-41:PPAR gamma N-terminal region			PF12577:1-41:PPAR gamma N-terminal region	NO		NOT_APPLICABLE	0	0				Q4W4C7	SAME_GENE_MODCRE_SUMMARY_V2_EXPLICIT_ACCESSION	UNREVIEWED	280	PF00105:124-190:Double treble clef zinc finger, C4 type	/data/sbi/interchange/boliva/patricia/models/TFS_Q4W4C7:121:201_1a6y_B_1.pdb	121-201	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	670	20	17	280	100.00	2	2.99	100.00	37-38	UNCERTAIN_MANUAL_REVIEW	UNCERTAIN_MANUAL_REVIEW	CANONICAL_REFERENCE_INTERFACE_VALID	MANUAL_REVIEW_BEFORE_SENDING	NO_DISPLAY_CHANGE_PENDING_MANUAL_REVIEW	Available evidence does not meet an approved automatic present/absent rule. PWM/database inclusion is not changed by this structural recommendation.	YES	Canonical alignment evidence is UNCERTAIN_MANUAL_REVIEW.	LOW
